@relation csvPartidos

@attribute surface {Hard,Clay,Grass}
@attribute P1_hand {R,L,U}
@attribute P2_hand {R,L,U}
@attribute P1_ht numeric
@attribute P2_ht numeric
@attribute P1_age numeric
@attribute P2_age numeric
@attribute P1_ace numeric
@attribute P2_ace numeric
@attribute P1_df numeric
@attribute P2_df numeric
@attribute P1_svpt numeric
@attribute P2_svpt numeric
@attribute P1_1stIn numeric
@attribute P2_1stIn numeric
@attribute P1_1stWon numeric
@attribute P2_1stWon numeric
@attribute P1_2ndWon numeric
@attribute P2_2ndWon numeric
@attribute P1_SvGms numeric
@attribute P2_SvGms numeric
@attribute P1_bpSaved numeric
@attribute P2_bpSaved numeric
@attribute P1_rank numeric
@attribute P2_rank numeric
@attribute P1_bpFaced numeric
@attribute P2_bpFaced numeric
@attribute WINNER {P1,P2}

@data
Clay,R,R,172,?,25.88,27.65,1,2,0,3,43,59,29,35,22,20,9,9,9,8,1,4,32,147,2,9,P1
Clay,L,R,190,?,28.74,26.74,8,7,4,1,64,65,44,48,36,33,12,9,10,9,3,11,130,95,3,13,P1
Clay,L,R,190,172,28.74,25.88,3,1,1,2,90,70,62,42,41,24,12,14,11,10,5,2,130,32,8,6,P1
Clay,R,R,?,?,26.74,25.42,9,4,0,3,84,95,53,65,40,41,15,16,15,14,1,6,95,138,5,9,P1
Hard,L,R,?,188,23.85,30.36,4,6,2,0,52,45,36,28,30,16,7,5,8,7,3,1,125,290,3,5,P1
Hard,U,R,?,?,21.8,25.26,8,4,0,2,77,84,56,59,35,35,9,6,12,12,4,10,257,234,8,17,P1
Hard,U,L,?,?,21.8,23.85,2,1,0,3,51,60,33,36,25,23,10,9,9,9,2,5,257,125,3,9,P1
Hard,R,R,?,?,29.16,24.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,305,359,?,?,P1
Clay,L,U,?,?,24.74,21.05,7,0,1,2,42,38,27,23,21,9,9,6,7,6,1,2,65,276,1,7,P1
Clay,R,R,?,175,23.49,33,4,1,3,2,80,86,57,52,39,37,12,11,13,12,5,5,208,98,7,10,P1
Clay,L,R,?,?,18.25,23.88,7,1,1,2,68,64,46,43,35,28,14,12,11,10,3,5,570,233,3,7,P1
Hard,R,R,?,?,18.48,23.41,3,9,2,4,67,90,39,53,28,35,18,18,11,11,4,3,332,132,6,6,P1
Hard,R,R,?,?,27.76,20.64,4,0,4,4,54,51,35,36,25,19,10,4,9,8,4,2,247,213,6,7,P1
Hard,R,R,?,?,23.41,26.56,11,1,4,5,71,73,41,44,31,24,11,13,11,10,7,4,132,248,11,9,P1
Hard,L,R,?,?,28.4,18.48,7,2,0,5,45,56,31,29,24,19,10,12,9,9,1,4,263,332,2,8,P1
Grass,R,R,188,183,31.58,38.05,3,7,1,6,69,57,42,35,35,31,19,12,9,8,2,0,83,?,2,1,P1
Grass,R,U,?,?,38.18,23.69,14,19,6,5,106,112,63,68,52,55,25,19,16,16,8,2,1770,378,8,4,P1
Grass,R,R,188,?,31.58,38.18,6,0,1,4,40,54,22,21,19,13,11,11,8,8,0,6,83,1770,1,11,P1
Grass,U,R,?,?,19.44,18.4,8,4,3,4,46,51,25,33,20,18,12,6,8,8,4,2,906,1770,5,7,P1
Hard,R,R,185,?,29.02,19.57,5,4,1,1,51,61,26,36,22,24,18,16,10,10,0,5,70,355,0,7,P1
Hard,R,R,?,178,21.99,27.36,4,4,0,2,79,79,48,50,39,38,17,13,11,11,2,1,133,106,3,3,P1
Hard,R,R,185,?,29.02,21.99,1,9,0,1,58,77,37,54,27,35,15,11,10,10,3,6,70,133,3,8,P1
Hard,R,R,?,178,19.57,27.36,5,1,4,7,74,61,53,29,36,22,8,11,10,9,5,4,355,106,7,8,P1
Clay,R,R,198,175,20.96,36.01,4,0,4,10,71,84,41,47,23,19,17,12,13,13,1,5,4,33,6,15,P1
Clay,L,R,185,178,31.84,34.47,3,1,8,3,78,105,43,56,33,30,18,19,13,12,4,11,1,34,6,18,P1
Clay,L,R,185,198,31.84,20.96,0,5,3,4,82,81,52,53,36,30,19,12,14,13,4,2,1,4,6,8,P1
Clay,R,R,175,178,36.01,34.47,0,7,5,3,182,188,112,118,73,71,38,43,28,27,11,7,33,34,18,13,P1
Clay,R,R,185,190,24.11,34.12,8,7,6,2,117,130,62,74,49,45,34,32,22,21,0,8,11,62,3,14,P1
Clay,R,R,178,188,30.87,31.15,4,7,7,6,138,138,92,67,64,38,19,30,19,18,12,16,20,80,16,25,P1
Clay,R,R,185,178,24.11,30.87,7,1,8,3,137,119,73,79,50,45,31,17,18,18,12,6,11,20,18,13,P1
Clay,R,R,198,?,29.52,21.45,10,0,1,1,60,96,37,63,32,35,17,12,12,11,2,9,3,258,2,15,P1
Clay,R,R,183,?,30.28,21.39,6,2,0,3,114,150,86,94,62,60,15,30,20,19,1,11,92,28,4,16,P1
Clay,R,R,198,183,29.52,30.28,9,1,1,3,78,81,39,53,30,22,24,12,11,10,4,9,3,92,4,16,P1
Hard,R,R,206,?,32.94,24.96,43,14,6,5,131,148,88,89,74,66,24,30,22,21,1,7,9,319,2,10,P1
Hard,R,L,198,?,30.5,30.23,21,9,4,9,95,107,54,60,45,46,24,19,16,15,1,5,14,110,1,8,P1
Hard,R,L,183,?,25.91,30.23,1,5,1,2,59,51,33,33,24,21,17,10,10,9,5,0,54,110,6,3,P1
Hard,R,R,?,190,27,34.61,0,5,3,6,111,108,63,66,41,49,26,19,15,15,11,4,313,549,14,7,P1
Hard,U,R,?,?,19.84,28.74,5,4,2,1,52,68,29,36,23,26,14,12,10,10,0,7,311,?,1,10,P1
Hard,U,U,?,?,14.94,19.84,5,0,2,3,70,74,40,44,30,29,18,14,10,10,2,2,?,311,4,6,P1
Hard,R,R,?,183,28.84,26.65,11,10,4,5,83,87,51,53,41,37,14,17,13,12,7,8,453,251,9,10,P1
Hard,R,R,175,?,27.79,19.01,6,9,1,7,104,97,67,62,47,42,21,16,15,14,3,6,84,592,4,10,P1
Hard,R,R,175,?,27.79,28.84,7,7,1,1,56,53,37,33,30,23,9,5,9,8,4,5,84,453,4,9,P1
Hard,R,R,?,183,19.01,26.65,1,4,0,3,50,59,36,35,32,22,9,14,10,10,1,2,592,251,1,5,P1
Hard,U,U,?,?,23.17,19.6,1,0,4,3,51,69,20,48,16,28,19,8,9,8,2,8,439,1164,2,12,P1
Hard,?,R,?,?,19.63,22.44,12,4,6,3,71,84,42,51,33,34,16,21,14,13,5,6,981,978,7,8,P1
Hard,U,R,?,?,23.17,22.44,0,0,3,1,69,65,41,49,33,32,18,11,11,10,2,4,439,978,2,5,P1
Hard,U,R,?,?,22.9,22.5,3,5,3,3,77,64,35,33,27,28,24,13,11,11,5,4,1027,411,6,6,P1
Hard,R,R,?,?,21.83,24.5,5,4,5,4,89,100,53,59,37,41,19,17,14,14,6,7,842,807,9,11,P1
Hard,R,R,?,?,24.5,22.5,9,6,3,6,107,96,68,48,48,32,17,27,15,15,10,1,807,411,13,4,P1
Hard,R,R,?,?,22.23,27.58,1,2,1,4,47,52,33,30,25,15,7,8,8,8,2,5,226,490,3,10,P1
Hard,R,R,?,185,25.09,34.14,6,11,2,1,76,72,51,41,36,32,13,10,12,12,5,2,472,1139,7,6,P1
Hard,R,R,?,?,22.23,25.09,5,2,2,1,54,52,38,35,23,16,8,6,9,8,3,4,226,472,6,10,P1
Hard,U,R,?,?,18.24,19.94,1,0,1,3,53,47,32,30,27,20,14,7,10,9,1,0,1334,1322,2,3,P1
Hard,R,U,193,?,27.47,20.57,7,0,1,7,31,33,20,15,19,9,9,4,7,6,0,0,82,718,0,5,P1
Hard,R,R,178,185,33.2,33.29,1,3,0,3,52,69,33,36,24,24,15,12,9,9,0,3,535,571,1,7,P1
Hard,R,R,?,?,25.81,17.12,1,0,1,6,47,41,25,21,18,12,13,5,8,8,2,0,419,1533,3,5,P1
Hard,U,R,?,?,18.7,17.66,0,0,2,3,42,45,22,27,17,13,12,7,7,7,0,1,1167,?,0,6,P1
Clay,R,R,?,?,25.03,21.39,3,1,0,3,42,50,23,36,19,18,14,6,8,8,1,2,1485,1411,1,6,P1
Clay,R,U,?,?,23,18.78,14,1,0,0,56,57,30,42,25,29,18,6,10,9,3,4,433,?,3,6,P1
Clay,R,R,?,?,23,25.03,11,6,3,7,83,106,40,65,34,45,21,23,15,14,1,6,433,1485,3,8,P1
Clay,U,U,?,?,18.34,18.78,2,0,2,0,55,54,27,32,19,19,20,13,10,9,0,3,1378,?,1,6,P1
Clay,R,L,180,?,32.26,26.03,9,3,3,3,69,99,36,55,27,33,20,19,11,11,7,10,41,870,9,14,P1
Clay,R,R,?,?,24.94,26.23,1,6,0,3,76,78,53,42,37,29,14,17,14,13,4,7,834,284,6,11,P1
Clay,R,R,180,?,32.26,24.94,2,0,0,0,40,44,27,36,20,18,12,4,8,7,0,7,41,834,0,11,P1
Clay,U,U,?,?,15.98,18.23,1,6,2,6,85,97,56,60,38,40,15,17,11,10,3,8,?,?,5,10,P1
Clay,L,R,185,?,27.9,20.18,3,2,1,5,50,57,34,29,27,19,9,10,9,8,1,1,63,184,2,5,P1
Clay,R,L,?,183,25.65,28.71,0,1,0,2,38,46,34,37,19,10,3,4,8,9,1,3,87,130,4,10,P1
Clay,R,R,?,188,26.72,31.1,6,0,1,0,51,42,27,29,21,13,16,7,8,8,4,1,56,128,4,5,P1
Clay,R,R,?,?,24.72,23.97,5,5,0,2,33,62,20,39,18,23,10,5,7,7,0,6,108,99,0,11,P1
Clay,R,R,208,?,39.11,25.2,7,8,0,1,66,66,46,46,38,34,13,11,11,11,1,1,88,111,1,2,P1
Clay,R,L,180,188,25.64,34.4,4,2,4,5,77,73,40,47,31,29,18,14,11,11,4,5,122,36,6,8,P1
Clay,R,R,183,?,25.92,18.61,11,3,1,6,57,60,36,32,30,23,12,14,10,9,0,3,54,187,0,5,P1
Clay,R,R,?,175,20.45,30.28,5,4,1,3,113,112,64,63,41,37,24,27,16,16,6,8,72,124,10,14,P1
Clay,L,L,188,?,32.95,22.53,4,2,0,0,41,49,32,37,26,14,5,6,8,7,2,1,66,380,3,6,P1
Clay,R,R,188,?,28.29,21.76,6,6,3,4,99,113,61,69,45,48,21,25,14,15,7,5,51,120,8,7,P1
Clay,R,R,?,?,20.22,22.98,6,3,0,5,51,50,28,28,22,17,13,9,9,9,1,4,58,142,2,8,P1
Clay,R,R,?,196,26.02,33.33,3,1,2,6,48,65,30,30,23,19,13,16,9,10,0,1,143,152,1,5,P1
Clay,L,R,185,198,27.9,30.51,7,11,7,9,115,119,57,57,46,45,28,32,16,16,4,7,63,14,7,8,P1
Clay,R,R,?,?,26.72,25.65,13,2,2,0,67,57,36,35,28,23,18,10,10,10,5,3,56,87,7,7,P1
Clay,R,R,193,?,22.95,24.72,21,9,8,7,99,76,53,45,41,34,27,14,14,13,2,3,24,108,2,7,P1
Clay,R,R,208,180,39.11,25.64,14,2,3,5,66,86,46,53,40,34,10,17,12,12,4,5,88,122,5,8,P1
Clay,R,R,?,183,20.45,25.92,3,8,0,8,74,68,40,39,25,26,23,11,12,12,2,3,72,54,4,8,P1
Clay,R,L,185,188,25.54,32.95,6,4,3,7,49,80,25,47,22,34,18,15,10,10,0,11,16,66,0,13,P1
Clay,R,R,188,?,28.29,20.22,12,4,4,1,67,52,35,31,25,21,19,10,10,9,6,2,51,58,7,5,P1
Clay,R,R,206,?,32.95,26.02,13,5,0,4,45,63,30,35,28,22,9,14,9,9,0,7,9,143,0,10,P1
Clay,R,L,?,185,26.72,27.9,9,5,7,1,112,84,66,54,43,37,26,15,16,15,7,4,56,63,10,8,P1
Clay,R,R,208,193,39.11,22.95,18,3,4,1,69,81,44,55,37,34,14,16,13,13,3,5,88,24,4,8,P1
Clay,R,R,?,185,20.45,25.54,14,2,5,6,90,97,56,58,38,46,19,16,14,14,5,9,72,16,7,12,P1
Clay,R,R,188,206,28.29,32.95,7,28,0,4,108,104,73,69,58,62,24,18,17,17,4,2,51,9,5,2,P1
Clay,R,R,?,208,26.72,39.11,5,10,5,1,79,69,50,41,42,34,15,17,12,12,3,3,56,88,5,5,P1
Clay,R,R,188,?,28.29,20.45,8,5,4,3,101,114,60,78,46,52,23,18,16,16,3,11,51,72,4,15,P1
Clay,R,R,188,?,28.29,26.72,5,6,3,3,90,107,53,61,40,42,20,26,15,15,2,12,51,56,5,14,P1
Clay,R,L,?,?,23.25,24.75,1,0,1,0,10,18,5,10,4,1,4,4,2,3,0,3,26,65,0,6,P1
Clay,R,R,?,190,28.41,34.13,0,2,5,1,64,86,41,52,22,29,12,12,11,11,5,7,93,62,10,14,P1
Clay,R,R,185,?,34.22,26.17,1,2,1,7,86,85,41,39,24,23,19,19,12,13,10,5,91,61,16,12,P1
Clay,L,R,190,183,30.63,36.31,5,1,0,2,47,68,26,37,18,24,14,9,10,9,2,6,55,57,5,11,P1
Clay,R,R,185,?,31.81,28.87,6,0,1,2,53,75,28,46,18,24,17,13,9,10,3,6,38,102,5,11,P1
Clay,R,R,188,?,34.85,23.2,3,3,1,7,41,64,27,34,17,23,12,7,8,8,0,8,67,135,1,13,P1
Clay,R,L,?,?,25.05,22.82,3,1,3,4,49,53,30,35,21,20,13,8,8,8,1,6,78,73,1,10,P1
Clay,R,R,183,196,33.28,28.92,0,4,4,4,100,99,62,48,43,34,17,21,16,16,6,1,71,47,11,8,P1
Clay,R,R,?,190,26.74,31.01,9,1,2,3,98,96,59,55,39,28,16,24,16,16,8,5,94,44,15,13,P1
Clay,R,R,185,?,29.03,20.95,2,0,3,7,72,79,39,45,27,29,17,11,12,12,3,7,70,228,7,13,P1
Clay,R,U,185,?,26.12,21.99,2,4,0,1,71,75,47,52,37,35,14,14,11,11,2,5,86,104,3,7,P1
Clay,R,R,185,178,33.3,34.48,2,2,3,1,85,73,55,49,38,31,16,14,13,13,3,3,617,34,6,7,P1
Clay,L,R,?,180,30.28,29.42,0,3,1,3,65,64,45,33,31,20,12,15,9,8,6,7,221,52,6,10,P1
Clay,R,R,180,?,32.21,24.12,1,5,4,4,62,71,39,41,25,23,11,12,10,11,0,11,355,123,3,17,P1
Clay,U,R,?,?,25.45,27.96,1,11,0,5,85,73,52,42,38,27,16,13,13,13,2,3,160,60,5,8,P1
Clay,L,U,188,?,30.23,20.57,3,1,1,3,39,53,22,36,20,19,9,6,7,8,0,5,23,727,0,10,P1
Clay,R,R,?,?,23.25,28.41,3,1,5,4,59,52,36,33,30,19,10,10,9,9,4,1,26,93,5,5,P1
Clay,R,L,185,190,34.22,30.63,2,3,1,5,62,51,32,25,26,19,17,11,9,9,8,2,91,55,8,5,P1
Clay,R,R,185,188,31.81,34.85,2,2,3,4,42,72,29,42,23,25,8,12,9,9,1,8,38,67,3,13,P1
Clay,R,R,183,?,33.28,25.05,3,1,2,4,57,75,35,40,23,20,13,14,10,9,2,10,71,78,5,16,P1
Clay,R,R,185,?,29.03,26.74,3,6,3,3,82,99,50,51,39,39,17,21,14,14,4,7,70,94,6,10,P1
Clay,R,R,185,185,26.12,33.3,3,3,10,9,118,117,73,52,49,38,19,29,17,16,5,14,86,617,9,18,P1
Clay,R,L,180,?,32.21,30.28,1,1,0,1,39,56,30,35,22,18,8,7,7,7,0,2,355,221,0,7,P1
Clay,U,L,?,188,25.45,30.23,0,2,3,1,79,75,49,42,33,26,13,11,10,10,5,4,160,23,8,9,P1
Clay,R,R,?,185,23.25,34.22,4,1,1,4,41,40,28,17,25,11,8,8,8,7,1,0,26,91,1,4,P1
Clay,R,R,185,183,31.81,33.28,3,0,8,6,76,71,41,50,29,24,10,5,10,10,1,3,38,71,6,10,P1
Clay,R,R,185,185,29.03,26.12,6,1,3,3,80,80,49,42,30,19,20,20,13,12,4,7,70,86,7,13,P1
Clay,R,U,180,?,32.21,25.45,0,3,4,7,106,114,74,77,43,49,15,10,16,15,8,9,355,160,14,16,P1
Clay,R,R,?,185,23.25,31.81,11,3,0,6,48,64,26,28,20,14,16,20,10,9,1,2,26,38,3,6,P1
Clay,R,R,180,185,32.21,29.03,1,2,1,3,54,64,29,36,21,25,17,9,10,10,2,4,355,70,4,8,P1
Clay,R,R,180,?,32.21,23.25,0,1,0,0,55,56,37,30,26,12,8,11,8,8,7,4,355,26,9,10,P1
Clay,L,R,188,180,34.42,32.29,4,5,6,5,110,116,77,55,52,33,10,28,15,16,8,10,37,41,12,16,P1
Clay,R,R,?,172,25.54,25.91,1,0,2,2,64,50,45,36,29,16,9,4,9,8,3,2,100,31,6,8,P1
Clay,R,R,196,?,27.3,21.64,22,2,3,8,72,107,51,57,42,39,11,22,13,13,0,8,22,365,1,11,P1
Clay,R,R,178,196,28.3,32.58,3,1,3,6,65,73,36,35,28,17,17,21,12,13,2,6,36,18,4,12,P1
Clay,R,R,?,?,22.18,26.18,2,1,2,6,117,115,65,55,47,39,30,31,16,16,7,10,49,59,8,14,P1
Clay,R,R,190,?,34.15,23.27,7,8,1,2,96,86,52,46,39,35,22,19,15,14,9,7,62,23,11,11,P1
Clay,L,R,193,190,34.94,34.53,10,4,3,3,63,61,35,37,27,25,14,10,11,11,0,4,28,74,2,8,P1
Clay,R,R,?,173,27.98,29.57,5,3,3,4,47,59,26,34,22,17,11,10,8,9,2,3,61,43,3,8,P1
Clay,R,R,178,?,30.9,24.14,1,5,2,2,61,56,40,32,24,18,13,10,11,11,1,1,20,122,4,6,P1
Clay,R,L,170,185,25.66,27.92,1,3,1,2,72,77,37,45,24,29,20,15,11,12,6,10,15,60,9,14,P1
Clay,R,R,185,188,31.83,31.17,2,4,1,4,73,73,39,50,29,32,19,12,11,11,5,5,34,84,7,8,P1
Clay,L,R,190,?,30.65,17.69,5,3,1,6,97,110,63,56,45,30,14,24,14,13,4,8,55,175,6,14,P1
Clay,R,L,?,?,19.68,19,2,2,0,3,50,60,31,25,26,16,13,20,10,9,4,6,71,45,5,9,P1
Clay,L,R,188,196,36.57,28.94,6,11,5,5,120,102,67,57,50,42,23,25,17,17,7,3,30,48,11,7,P1
Clay,R,R,183,185,30,28.75,1,3,1,0,61,54,40,31,28,19,13,13,10,9,3,4,16,50,4,7,P1
Clay,L,R,188,?,30.25,21.52,5,4,2,6,67,66,42,33,29,18,12,13,9,9,9,7,24,51,11,12,P1
Clay,R,R,178,?,34.5,26.74,4,0,1,1,53,49,34,29,26,17,11,6,8,8,1,2,40,47,1,6,P1
Clay,R,R,188,183,27.08,36.33,8,3,5,6,84,70,57,48,45,37,12,10,11,11,5,2,82,63,5,3,P1
Clay,R,R,?,190,20.49,31.03,2,9,3,3,110,123,83,68,58,52,12,27,16,16,7,8,33,44,10,10,P1
Clay,R,R,?,185,21.42,36.32,8,1,0,2,49,37,30,22,20,11,15,7,9,8,2,0,39,57,3,4,P1
Clay,R,R,188,180,30.9,27.79,1,0,2,1,45,36,28,18,23,6,9,6,7,6,4,4,13,93,4,9,P1
Clay,R,L,183,183,33.3,29.8,2,1,0,1,93,76,61,51,38,26,15,12,14,13,10,8,69,26,15,15,P1
Clay,R,R,?,?,21.9,22.02,5,3,3,6,67,86,38,42,32,30,16,22,11,11,0,11,38,150,0,13,P1
Clay,R,R,181,?,28.74,26.76,6,1,2,1,63,70,43,42,33,25,13,18,11,11,1,2,58,92,2,4,P1
Clay,R,L,198,188,29.55,34.42,7,1,3,1,77,65,53,48,43,30,8,9,11,10,6,0,3,37,8,3,P1
Clay,R,R,196,?,27.3,25.54,16,3,2,2,55,75,33,56,27,35,16,9,10,10,0,5,22,100,1,8,P1
Clay,R,R,178,?,28.3,22.18,1,1,3,5,62,81,28,43,24,29,20,14,10,10,5,6,36,49,6,10,P1
Clay,R,R,190,188,34.15,34.87,4,3,4,0,94,87,59,43,36,28,19,21,15,16,7,2,62,68,12,9,P1
Clay,R,L,198,193,20.99,34.94,4,6,5,5,75,96,41,58,34,42,15,12,13,14,2,9,4,28,4,14,P1
Clay,R,R,?,178,27.98,30.9,4,2,3,1,46,51,27,35,25,21,10,6,9,9,2,2,61,20,3,6,P1
Clay,R,R,185,170,31.83,25.66,2,1,1,3,45,40,24,23,20,13,13,6,8,7,1,4,34,15,1,8,P1
Clay,L,R,190,185,30.65,24.14,1,2,0,3,91,100,61,46,42,30,15,28,14,13,5,6,55,11,8,9,P1
Clay,R,R,163,?,27.36,19.68,6,7,0,2,72,107,49,60,35,34,13,26,12,12,1,11,10,71,4,15,P1
Clay,R,L,183,188,30,36.57,3,7,0,0,79,65,56,42,42,31,13,10,11,10,4,3,16,30,5,5,P1
Clay,R,L,178,188,34.5,30.25,5,0,1,4,52,54,30,25,24,13,15,18,9,9,3,0,40,24,3,3,P1
Clay,R,R,188,188,26.92,27.08,2,1,4,0,72,81,40,48,30,28,21,20,14,13,0,5,5,82,3,9,P1
Clay,R,R,185,?,24.62,20.49,5,2,3,4,121,121,77,90,52,57,25,16,18,18,7,9,7,33,10,13,P1
Clay,R,R,188,?,30.9,21.42,5,1,1,3,92,80,60,48,40,31,18,14,12,12,6,4,13,39,9,8,P1
Clay,R,R,?,183,21.9,33.3,4,1,1,1,53,52,31,35,24,20,14,6,8,8,7,5,38,69,7,9,P1
Clay,L,R,185,181,31.87,28.74,0,2,0,1,48,51,32,31,24,19,11,8,8,8,2,4,1,58,2,8,P1
Clay,R,R,198,196,29.55,27.3,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,22,?,?,P1
Clay,R,R,178,190,28.3,34.15,1,3,0,1,75,73,44,41,30,26,19,16,12,11,5,5,36,62,7,9,P1
Clay,R,R,198,?,20.99,27.98,5,2,7,6,92,87,53,47,32,27,13,13,15,15,3,4,4,61,10,12,P1
Clay,R,L,185,190,31.83,30.65,3,3,2,1,61,60,41,40,27,24,9,7,10,10,4,7,34,55,6,12,P1
Clay,R,R,163,183,27.36,30,2,1,2,2,64,69,36,41,27,23,13,15,11,11,1,5,10,16,4,10,P1
Clay,R,R,188,178,26.92,34.5,5,3,4,1,89,99,59,54,40,33,15,26,15,14,2,6,5,40,5,10,P1
Clay,R,R,185,188,24.62,30.9,9,3,5,2,95,114,51,72,38,46,23,20,14,15,2,5,7,13,3,10,P1
Clay,L,R,185,?,31.87,21.9,3,1,1,2,45,46,28,20,22,10,11,13,9,8,0,3,1,38,1,7,P1
Clay,R,R,178,198,28.3,29.55,5,12,5,4,119,117,66,63,48,45,26,27,16,15,4,10,36,3,6,14,P1
Clay,R,R,198,185,20.99,31.83,5,1,4,2,100,98,55,54,33,28,20,17,15,15,10,3,4,34,17,12,P1
Clay,R,R,188,163,26.92,27.36,6,1,3,1,74,80,48,57,36,35,10,11,11,11,3,9,5,10,6,13,P1
Clay,L,R,185,185,31.87,24.62,0,4,1,5,35,51,25,21,21,11,8,11,7,7,0,7,1,7,0,12,P1
Clay,R,R,178,198,28.3,20.99,1,6,4,7,89,87,53,43,32,34,24,16,14,14,3,3,36,4,6,7,P1
Clay,L,R,185,188,31.87,26.92,0,2,1,5,53,52,35,33,22,20,13,5,9,8,1,4,1,5,2,8,P1
Clay,L,R,185,178,31.87,28.3,1,1,3,2,54,54,38,28,28,15,9,13,9,8,1,4,1,36,2,8,P1
Clay,R,R,183,?,33.32,24.16,0,2,0,2,45,52,31,28,21,17,10,8,8,9,0,3,70,117,1,8,P1
Clay,R,R,185,?,34.26,26.75,2,7,0,4,65,63,34,43,24,32,22,6,10,10,3,5,88,49,3,7,P1
Clay,R,U,180,?,32.31,25.24,3,0,1,1,42,51,28,37,23,18,9,7,8,8,0,2,46,207,0,6,P1
Clay,R,R,196,?,28.96,22.53,10,2,4,4,114,116,64,75,46,49,28,24,17,17,2,2,47,64,4,5,P1
Clay,U,R,?,185,20.97,29.07,2,4,2,1,103,116,68,75,42,52,17,13,15,16,9,8,174,67,13,13,P1
Clay,L,R,185,185,27.93,28.77,9,7,1,1,64,75,41,45,33,33,11,11,10,10,4,5,60,50,5,8,P1
Clay,R,R,178,?,34.22,21.54,2,1,2,4,55,71,38,42,30,22,8,13,8,8,4,5,125,51,4,9,P1
Clay,R,L,?,?,19.7,19.01,2,0,3,0,63,67,38,59,27,26,12,5,9,8,3,8,63,137,5,13,P1
Clay,R,R,208,180,39.15,35.98,29,4,2,2,100,107,65,67,58,59,23,21,17,17,0,1,75,211,0,2,P1
Clay,R,U,?,?,24.76,25.49,11,1,7,8,99,106,57,70,45,43,18,18,17,16,4,5,106,138,8,10,P1
Clay,R,L,188,190,30.94,30.67,5,1,1,0,53,37,33,19,27,11,10,6,8,7,4,2,45,52,4,6,P1
Clay,R,R,190,183,32.03,30.32,5,0,0,0,39,48,21,30,19,16,13,8,8,8,0,6,129,95,0,10,P1
Clay,L,L,190,190,28.78,27.55,3,2,3,1,118,101,73,62,50,38,24,22,16,15,7,11,140,76,10,16,P1
Clay,R,R,180,?,27.81,20.99,7,2,3,5,124,113,82,81,58,58,23,10,16,15,8,4,91,226,9,7,P1
Clay,R,R,188,173,34.89,29.59,7,3,5,2,100,112,60,67,40,37,21,26,12,12,11,7,69,42,14,10,P1
Clay,R,R,?,190,25.08,31.09,0,2,3,1,59,63,42,37,30,20,9,11,9,9,5,4,77,420,7,9,P1
Clay,R,R,188,183,26.94,33.32,3,1,5,2,55,52,27,37,19,22,17,5,8,7,3,5,5,70,3,9,P1
Clay,R,R,185,?,34.26,21.8,4,3,3,3,66,63,26,36,23,22,21,16,9,10,4,6,88,149,4,9,P1
Clay,L,R,183,180,29.82,32.31,2,4,0,2,75,72,49,36,35,26,14,21,11,11,5,3,27,46,6,5,P1
Clay,R,R,188,196,26.78,28.96,2,6,2,6,58,51,39,25,30,20,10,9,9,9,1,2,11,47,1,5,P1
Clay,R,U,185,?,24.64,20.97,9,0,4,2,61,73,42,55,37,35,10,7,10,9,0,2,7,174,1,5,P1
Clay,R,L,?,185,25.46,27.93,1,3,1,2,57,60,35,42,26,26,15,9,9,9,5,5,146,60,5,8,P1
Clay,L,R,188,178,30.26,34.22,4,1,4,2,78,89,51,55,39,39,15,16,14,14,2,5,40,125,4,8,P1
Clay,R,R,?,170,19.7,25.68,4,0,1,1,47,40,28,30,25,14,9,5,8,7,0,1,63,17,0,5,P1
Clay,R,R,183,208,30.02,39.15,1,15,3,4,81,93,52,62,47,48,17,15,15,15,1,7,15,75,1,10,P1
Clay,R,R,180,?,32.25,24.76,1,6,2,2,70,58,50,33,30,18,11,13,10,9,5,11,153,106,7,15,P1
Clay,R,R,?,188,21.92,30.94,2,3,1,2,62,72,43,46,34,27,10,14,9,10,4,11,37,45,4,14,P1
Clay,R,R,163,190,27.38,32.03,1,6,0,5,80,105,46,66,33,43,25,20,15,15,0,2,10,129,3,6,P1
Clay,L,R,190,188,28.78,30.92,4,5,4,2,67,61,42,48,28,34,15,7,12,12,2,0,140,12,4,3,P1
Clay,L,R,188,180,36.59,27.81,13,3,1,0,104,97,48,72,38,44,26,16,14,14,11,5,30,91,13,7,P1
Clay,R,R,188,178,34.89,28.31,1,2,0,2,21,46,13,22,11,14,6,10,4,5,0,7,69,22,0,9,P1
Clay,L,R,185,?,31.89,25.08,1,2,0,6,62,65,39,38,26,29,14,8,10,10,3,3,1,77,5,7,P1
Clay,R,R,188,185,26.94,34.26,7,2,7,0,102,115,65,65,46,45,20,27,17,16,3,10,5,88,7,13,P1
Clay,R,L,188,183,26.78,29.82,3,4,1,0,99,109,64,74,38,40,20,19,15,15,2,5,11,27,7,11,P1
Clay,R,R,185,?,24.64,25.46,4,1,5,1,71,70,34,44,20,26,22,10,10,10,5,7,7,146,8,12,P1
Clay,R,L,?,188,19.7,30.26,5,2,1,0,68,66,39,49,28,32,17,10,11,11,2,3,63,40,3,6,P1
Clay,R,R,183,180,30.02,32.25,1,0,0,2,51,49,33,36,21,18,12,5,9,8,2,4,15,153,4,9,P1
